ShipName(String),ShipAddress(String),ShipCity(String),ShipRegion(String),ShipPostalCode(String),ShipCountry(String),CustomerID(String),Customers.CompanyName(String),Address(String),City(String),Region(String),PostalCode(String),Country(String),Salesperson(String),OrderID(Integer),OrderDate(DateTime),RequiredDate(DateTime),ShippedDate(DateTime),Shippers.CompanyName(String),ProductID(Integer),ProductName(String),UnitPrice(Float),Quantity(Integer),Discount(Float),ExtendedPrice(Float),Freight(Float)
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Steven Buchanan,10841,2/20/1996 12:00:00 AM,3/19/1996 12:00:00 AM,2/29/1996 12:00:00 AM,United Package,10,Ikura,31,16,0,496,424.3
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Steven Buchanan,10841,2/20/1996 12:00:00 AM,3/19/1996 12:00:00 AM,2/29/1996 12:00:00 AM,United Package,56,Gnocchi di nonna Alice,38,30,0,1140,424.3
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,10846,2/22/1996 12:00:00 AM,4/4/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,74,Longlife Tofu,10,20,0,200,56.46
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,10846,2/22/1996 12:00:00 AM,4/4/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,4,Chef Anton's Cajun Seasoning,22,21,0,462,56.46
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,10846,2/22/1996 12:00:00 AM,4/4/1996 12:00:00 AM,2/23/1996 12:00:00 AM,Federal Shipping,70,Outback Lager,15,30,0,450,56.46
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Michael Suyama,10885,3/14/1996 12:00:00 AM,4/11/1996 12:00:00 AM,3/20/1996 12:00:00 AM,Federal Shipping,2,Chang,19,20,0,380,5.64
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Michael Suyama,10885,3/14/1996 12:00:00 AM,4/11/1996 12:00:00 AM,3/20/1996 12:00:00 AM,Federal Shipping,77,Original Frankfurter grüne Soße,13,25,0,325,5.64
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Michael Suyama,10885,3/14/1996 12:00:00 AM,4/11/1996 12:00:00 AM,3/20/1996 12:00:00 AM,Federal Shipping,70,Outback Lager,15,30,0,450,5.64
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Michael Suyama,10885,3/14/1996 12:00:00 AM,4/11/1996 12:00:00 AM,3/20/1996 12:00:00 AM,Federal Shipping,24,Guaraná Fantástica,4.5,12,0,54,5.64
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Margaret Peacock,10930,4/5/1996 12:00:00 AM,5/17/1996 12:00:00 AM,4/17/1996 12:00:00 AM,Federal Shipping,55,Pâté chinois,24,25,0.2,480,15.55
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Margaret Peacock,10930,4/5/1996 12:00:00 AM,5/17/1996 12:00:00 AM,4/17/1996 12:00:00 AM,Federal Shipping,27,Schoggi Schokolade,43.9,25,0,1097.5,15.55
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Margaret Peacock,10930,4/5/1996 12:00:00 AM,5/17/1996 12:00:00 AM,4/17/1996 12:00:00 AM,Federal Shipping,21,Sir Rodney's Scones,10,36,0,360,15.55
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Margaret Peacock,10930,4/5/1996 12:00:00 AM,5/17/1996 12:00:00 AM,4/17/1996 12:00:00 AM,Federal Shipping,58,Escargots de Bourgogne,13.25,30,0.2,318,15.55
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,11035,5/20/1996 12:00:00 AM,6/17/1996 12:00:00 AM,5/24/1996 12:00:00 AM,United Package,42,Singaporean Hokkien Fried Mee,14,30,0,420,0.17
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,11035,5/20/1996 12:00:00 AM,6/17/1996 12:00:00 AM,5/24/1996 12:00:00 AM,United Package,1,Chai,18,10,0,180,0.17
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,11035,5/20/1996 12:00:00 AM,6/17/1996 12:00:00 AM,5/24/1996 12:00:00 AM,United Package,54,Tourtière,7.45,10,0,74.5,0.17
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Andrew Fuller,11035,5/20/1996 12:00:00 AM,6/17/1996 12:00:00 AM,5/24/1996 12:00:00 AM,United Package,35,Steeleye Stout,18,60,0,1080,0.17
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Nancy Davolio,11038,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,5/30/1996 12:00:00 AM,United Package,40,Boston Crab Meat,18.4,5,0.2,73.6,29.59
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Nancy Davolio,11038,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,5/30/1996 12:00:00 AM,United Package,52,Filo Mix,7,2,0,14,29.59
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Nancy Davolio,11038,5/21/1996 12:00:00 AM,6/18/1996 12:00:00 AM,5/30/1996 12:00:00 AM,United Package,71,Fløtemysost,21.5,30,0,645,29.59
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Laura Callahan,10310,10/21/1994 12:00:00 AM,11/18/1994 12:00:00 AM,10/28/1994 12:00:00 AM,United Package,62,Tarte au sucre,39.4,5,0,197,17.52
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Laura Callahan,10310,10/21/1994 12:00:00 AM,11/18/1994 12:00:00 AM,10/28/1994 12:00:00 AM,United Package,16,Pavlova,13.9,10,0,139,17.52
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Michael Suyama,10708,11/17/1995 12:00:00 AM,12/29/1995 12:00:00 AM,12/6/1995 12:00:00 AM,United Package,36,Inlagd Sill,19,5,0,95,2.96
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Michael Suyama,10708,11/17/1995 12:00:00 AM,12/29/1995 12:00:00 AM,12/6/1995 12:00:00 AM,United Package,5,Chef Anton's Gumbo Mix,21.35,4,0,85.4,2.96
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Andrew Fuller,10805,1/30/1996 12:00:00 AM,2/27/1996 12:00:00 AM,2/9/1996 12:00:00 AM,Federal Shipping,38,Côte de Blaye,263.5,10,0,2635,237.34
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Andrew Fuller,10805,1/30/1996 12:00:00 AM,2/27/1996 12:00:00 AM,2/9/1996 12:00:00 AM,Federal Shipping,34,Sasquatch Ale,14,10,0,140,237.34
The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,THEBI,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,Nancy Davolio,10992,5/1/1996 12:00:00 AM,5/29/1996 12:00:00 AM,5/3/1996 12:00:00 AM,Federal Shipping,72,Mozzarella di Giovanni,34.8,2,0,69.6,4.27
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Margaret Peacock,10624,9/7/1995 12:00:00 AM,10/5/1995 12:00:00 AM,9/19/1995 12:00:00 AM,United Package,29,Thüringer Rostbratwurst,123.79,6,0,742.74,94.8
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Margaret Peacock,10624,9/7/1995 12:00:00 AM,10/5/1995 12:00:00 AM,9/19/1995 12:00:00 AM,United Package,28,Rössle Sauerkraut,45.6,10,0,456,94.8
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Margaret Peacock,10624,9/7/1995 12:00:00 AM,10/5/1995 12:00:00 AM,9/19/1995 12:00:00 AM,United Package,44,Gula Malacca,19.45,10,0,194.5,94.8
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Robert King,10775,1/12/1996 12:00:00 AM,2/9/1996 12:00:00 AM,1/26/1996 12:00:00 AM,Speedy Express,67,Laughing Lumberjack Lager,14,3,0,42,20.25
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Robert King,10775,1/12/1996 12:00:00 AM,2/9/1996 12:00:00 AM,1/26/1996 12:00:00 AM,Speedy Express,10,Ikura,31,6,0,186,20.25
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Janet Leverling,11003,5/6/1996 12:00:00 AM,6/3/1996 12:00:00 AM,5/8/1996 12:00:00 AM,Federal Shipping,52,Filo Mix,7,10,0,70,14.91
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Janet Leverling,11003,5/6/1996 12:00:00 AM,6/3/1996 12:00:00 AM,5/8/1996 12:00:00 AM,Federal Shipping,40,Boston Crab Meat,18.4,10,0,184,14.91
The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,THECR,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,Janet Leverling,11003,5/6/1996 12:00:00 AM,6/3/1996 12:00:00 AM,5/8/1996 12:00:00 AM,Federal Shipping,1,Chai,18,4,0,72,14.91
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Michael Suyama,10249,8/5/1994 12:00:00 AM,9/16/1994 12:00:00 AM,8/10/1994 12:00:00 AM,Speedy Express,14,Tofu,18.6,9,0,167.4,11.61
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Michael Suyama,10249,8/5/1994 12:00:00 AM,9/16/1994 12:00:00 AM,8/10/1994 12:00:00 AM,Speedy Express,51,Manjimup Dried Apples,42.4,40,0,1696,11.61
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Janet Leverling,10438,3/9/1995 12:00:00 AM,4/6/1995 12:00:00 AM,3/17/1995 12:00:00 AM,United Package,34,Sasquatch Ale,11.2,20,0.2,179.2,8.24
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Janet Leverling,10438,3/9/1995 12:00:00 AM,4/6/1995 12:00:00 AM,3/17/1995 12:00:00 AM,United Package,19,Teatime Chocolate Biscuits,7.3,15,0.2,87.6,8.24
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Janet Leverling,10438,3/9/1995 12:00:00 AM,4/6/1995 12:00:00 AM,3/17/1995 12:00:00 AM,United Package,57,Ravioli Angelo,15.6,15,0.2,187.2,8.24
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Michael Suyama,10446,3/17/1995 12:00:00 AM,4/14/1995 12:00:00 AM,3/22/1995 12:00:00 AM,Speedy Express,19,Teatime Chocolate Biscuits,7.3,12,0.1,78.84,14.68
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Michael Suyama,10446,3/17/1995 12:00:00 AM,4/14/1995 12:00:00 AM,3/22/1995 12:00:00 AM,Speedy Express,24,Guaraná Fantástica,3.6,20,0.1,64.8,14.68
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Michael Suyama,10446,3/17/1995 12:00:00 AM,4/14/1995 12:00:00 AM,3/22/1995 12:00:00 AM,Speedy Express,31,Gorgonzola Telino,10,3,0.1,27,14.68
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Michael Suyama,10446,3/17/1995 12:00:00 AM,4/14/1995 12:00:00 AM,3/22/1995 12:00:00 AM,Speedy Express,52,Filo Mix,5.6,15,0.1,75.6,14.68
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Janet Leverling,10548,6/26/1995 12:00:00 AM,7/24/1995 12:00:00 AM,7/3/1995 12:00:00 AM,United Package,41,Jack's New England Clam Chowder,9.65,14,0,135.1,1.43
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Janet Leverling,10548,6/26/1995 12:00:00 AM,7/24/1995 12:00:00 AM,7/3/1995 12:00:00 AM,United Package,34,Sasquatch Ale,14,10,0.25,105,1.43
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Margaret Peacock,10608,8/23/1995 12:00:00 AM,9/20/1995 12:00:00 AM,9/1/1995 12:00:00 AM,United Package,56,Gnocchi di nonna Alice,38,28,0,1064,27.79
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Andrew Fuller,10967,4/22/1996 12:00:00 AM,5/20/1996 12:00:00 AM,5/2/1996 12:00:00 AM,United Package,19,Teatime Chocolate Biscuits,9.2,12,0,110.4,62.22
Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,TOMSP,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Andrew Fuller,10967,4/22/1996 12:00:00 AM,5/20/1996 12:00:00 AM,5/2/1996 12:00:00 AM,United Package,49,Maxilaku,20,40,0,800,62.22
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Laura Callahan,10276,9/8/1994 12:00:00 AM,9/22/1994 12:00:00 AM,9/14/1994 12:00:00 AM,Federal Shipping,13,Konbu,4.8,10,0,48,13.84
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Laura Callahan,10276,9/8/1994 12:00:00 AM,9/22/1994 12:00:00 AM,9/14/1994 12:00:00 AM,Federal Shipping,10,Ikura,24.8,15,0,372,13.84
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10293,9/29/1994 12:00:00 AM,10/27/1994 12:00:00 AM,10/12/1994 12:00:00 AM,Federal Shipping,24,Guaraná Fantástica,3.6,10,0,36,21.18
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10293,9/29/1994 12:00:00 AM,10/27/1994 12:00:00 AM,10/12/1994 12:00:00 AM,Federal Shipping,18,Carnarvon Tigers,50,12,0,600,21.18
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10293,9/29/1994 12:00:00 AM,10/27/1994 12:00:00 AM,10/12/1994 12:00:00 AM,Federal Shipping,63,Vegie-spread,35.1,5,0,175.5,21.18
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10293,9/29/1994 12:00:00 AM,10/27/1994 12:00:00 AM,10/12/1994 12:00:00 AM,Federal Shipping,75,Rhönbräu Klosterbier,6.2,6,0,37.2,21.18
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10304,10/13/1994 12:00:00 AM,11/10/1994 12:00:00 AM,10/18/1994 12:00:00 AM,United Package,71,Fløtemysost,17.2,2,0,34.4,63.79
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10304,10/13/1994 12:00:00 AM,11/10/1994 12:00:00 AM,10/18/1994 12:00:00 AM,United Package,49,Maxilaku,16,30,0,480,63.79
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10304,10/13/1994 12:00:00 AM,11/10/1994 12:00:00 AM,10/18/1994 12:00:00 AM,United Package,59,Raclette Courdavault,44,10,0,440,63.79
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Robert King,10319,11/2/1994 12:00:00 AM,11/30/1994 12:00:00 AM,11/11/1994 12:00:00 AM,Federal Shipping,17,Alice Mutton,31.2,8,0,249.6,64.5
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Robert King,10319,11/2/1994 12:00:00 AM,11/30/1994 12:00:00 AM,11/11/1994 12:00:00 AM,Federal Shipping,76,Lakkalikööri,14.4,30,0,432,64.5
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Robert King,10319,11/2/1994 12:00:00 AM,11/30/1994 12:00:00 AM,11/11/1994 12:00:00 AM,Federal Shipping,28,Rössle Sauerkraut,36.4,14,0,509.6,64.5
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Margaret Peacock,10518,5/26/1995 12:00:00 AM,6/9/1995 12:00:00 AM,6/5/1995 12:00:00 AM,United Package,38,Côte de Blaye,263.5,15,0,3952.5,218.15
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Margaret Peacock,10518,5/26/1995 12:00:00 AM,6/9/1995 12:00:00 AM,6/5/1995 12:00:00 AM,United Package,44,Gula Malacca,19.45,9,0,175.05,218.15
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Margaret Peacock,10518,5/26/1995 12:00:00 AM,6/9/1995 12:00:00 AM,6/5/1995 12:00:00 AM,United Package,24,Guaraná Fantástica,4.5,5,0,22.5,218.15
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Janet Leverling,10576,7/24/1995 12:00:00 AM,8/7/1995 12:00:00 AM,7/31/1995 12:00:00 AM,Federal Shipping,1,Chai,18,10,0,180,18.56
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Janet Leverling,10576,7/24/1995 12:00:00 AM,8/7/1995 12:00:00 AM,7/31/1995 12:00:00 AM,Federal Shipping,31,Gorgonzola Telino,12.5,20,0,250,18.56
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Janet Leverling,10576,7/24/1995 12:00:00 AM,8/7/1995 12:00:00 AM,7/31/1995 12:00:00 AM,Federal Shipping,44,Gula Malacca,19.45,21,0,408.45,18.56
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Andrew Fuller,10676,10/23/1995 12:00:00 AM,11/20/1995 12:00:00 AM,10/30/1995 12:00:00 AM,United Package,44,Gula Malacca,19.45,21,0,408.45,2.01
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Andrew Fuller,10676,10/23/1995 12:00:00 AM,11/20/1995 12:00:00 AM,10/30/1995 12:00:00 AM,United Package,10,Ikura,31,2,0,62,2.01
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Andrew Fuller,10676,10/23/1995 12:00:00 AM,11/20/1995 12:00:00 AM,10/30/1995 12:00:00 AM,United Package,19,Teatime Chocolate Biscuits,9.2,7,0,64.4,2.01
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10842,2/20/1996 12:00:00 AM,3/19/1996 12:00:00 AM,2/29/1996 12:00:00 AM,Federal Shipping,68,Scottish Longbreads,12.5,20,0,250,54.42
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10842,2/20/1996 12:00:00 AM,3/19/1996 12:00:00 AM,2/29/1996 12:00:00 AM,Federal Shipping,70,Outback Lager,15,12,0,180,54.42
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10842,2/20/1996 12:00:00 AM,3/19/1996 12:00:00 AM,2/29/1996 12:00:00 AM,Federal Shipping,43,Ipoh Coffee,46,5,0,230,54.42
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,10842,2/20/1996 12:00:00 AM,3/19/1996 12:00:00 AM,2/29/1996 12:00:00 AM,Federal Shipping,11,Queso Cabrales,21,15,0,315,54.42
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Andrew Fuller,10915,3/29/1996 12:00:00 AM,4/26/1996 12:00:00 AM,4/1/1996 12:00:00 AM,United Package,54,Tourtière,7.45,10,0,74.5,3.51
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Andrew Fuller,10915,3/29/1996 12:00:00 AM,4/26/1996 12:00:00 AM,4/1/1996 12:00:00 AM,United Package,33,Geitost,2.5,30,0,75,3.51
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Andrew Fuller,10915,3/29/1996 12:00:00 AM,4/26/1996 12:00:00 AM,4/1/1996 12:00:00 AM,United Package,17,Alice Mutton,39,10,0,390,3.51
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Nancy Davolio,11069,6/3/1996 12:00:00 AM,7/1/1996 12:00:00 AM,6/5/1996 12:00:00 AM,United Package,39,Chartreuse verte,18,20,0,360,15.67
Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brazil,TRADH,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brazil,Nancy Davolio,10292,9/28/1994 12:00:00 AM,10/26/1994 12:00:00 AM,10/3/1994 12:00:00 AM,United Package,20,Sir Rodney's Marmalade,64.8,20,0,1296,1.35
Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brazil,TRADH,Tradição Hipermercados,"Av. Inês de Castro, 414",São Paulo,SP,05634-030,Brazil,Robert King,10496,5/5/1995 12:00:00 AM,6/2/1995 12:00:00 AM,5/8/1995 12:00:00 AM,United Package,31,Gorgonzola Telino,10,20,0.05,190,46.77
