ID(String),carat(Float),logcarat(Float),cut(String),color(String),clarity(String),depth(Float),table(Integer),price(Integer),logprice(Float),x(Float),y(Float),z(Float),volume(Float)
41300,0.38,-0.97,Ideal,E,VS1,62.2,54,1211,7.1,4.65,4.63,2.89,62.220255
41320,0.5,-0.69,Good,F,SI2,62,54.7,1214,7.1,5.09,5.12,3.16,82.352128
41340,0.42,-0.87,Ideal,E,VVS2,61.8,56,1216,7.1,4.78,4.8,2.96,67.91424
41360,0.58,-0.54,Very Good,H,SI1,61.8,56,1219,7.11,5.34,5.38,3.31,95.093652
41380,0.59,-0.53,Ideal,F,SI2,59.5,57,1221,7.11,5.5,5.54,3.28,99.9416
41400,0.52,-0.65,Ideal,H,SI1,61,56,1223,7.11,5.2,5.23,3.18,86.48328
41420,0.52,-0.65,Ideal,F,SI2,60.9,57,1226,7.11,5.22,5.2,3.17,86.04648
41440,0.46,-0.78,Good,F,VS1,59.2,63,1228,7.11,5,5.03,2.97,74.6955
41460,0.56,-0.58,Very Good,H,SI1,59.9,60,1230,7.11,5.3,5.35,3.19,90.45245
41480,0.56,-0.58,Very Good,J,VS2,60.6,57,1232,7.12,5.35,5.38,3.25,93.54475
41500,0.58,-0.54,Premium,J,VS2,59.5,62,1233,7.12,5.44,5.41,3.23,95.060192
41520,0.32,-1.14,Premium,F,VVS1,60.7,58,1235,7.12,4.4,4.43,2.68,52.23856
41540,0.42,-0.87,Premium,D,VS1,60.8,59,1235,7.12,4.85,4.79,2.93,68.068295
41560,0.54,-0.62,Premium,F,SI1,61.8,60,1237,7.12,5.2,5.22,3.22,87.40368
41580,0.44,-0.82,Premium,E,VS1,60.7,58,1238,7.12,4.91,4.88,2.97,71.163576
41600,0.3,-1.2,Good,I,SI1,64.1,57,391,5.97,4.25,4.3,2.74,50.0735
41620,0.29,-1.24,Very Good,E,VS1,58.9,56,504,6.22,4.35,4.37,2.57,48.854415
41640,0.3,-1.2,Premium,E,SI2,58.8,60,504,6.22,4.42,4.39,2.59,50.255842
41660,0.5,-0.69,Good,H,VS2,56.3,65,1239,7.12,5.21,5.24,2.94,80.263176
41680,0.54,-0.62,Very Good,H,SI1,63.3,57,1240,7.12,5.22,5.15,3.28,88.17624
41700,0.41,-0.89,Premium,E,VVS1,61.2,62,1241,7.12,4.78,4.76,2.92,66.438176
41720,0.34,-1.08,Ideal,E,IF,62,56,1243,7.13,4.5,4.47,2.78,55.9197
41740,0.41,-0.89,Ideal,E,VVS2,61.4,57,1243,7.13,4.79,4.76,2.93,66.805172
41760,0.43,-0.84,Very Good,E,VVS2,60.8,57,1245,7.13,4.89,4.92,2.98,71.695224
41780,0.35,-1.05,Ideal,D,VVS1,61.5,57,1247,7.13,4.55,4.52,2.79,57.37914
41800,0.4,-0.92,Very Good,E,VS1,62.7,55,1250,7.13,4.69,4.72,2.95,65.30356
41820,0.6,-0.51,Ideal,G,SI2,59.1,56,1250,7.13,5.58,5.52,3.28,101.029248
41840,0.59,-0.53,Very Good,H,SI2,61.2,60,1254,7.13,5.38,5.43,3.31,96.696354
41860,0.59,-0.53,Very Good,I,SI1,61.7,55.2,1257,7.14,5.39,5.41,3.33,97.102467
41880,0.57,-0.56,Premium,F,SI1,61.1,60,1257,7.14,5.44,5.33,3.24,93.944448
41900,0.54,-0.62,Ideal,F,SI1,61.5,55,1260,7.14,5.23,5.28,3.23,89.194512
41920,0.48,-0.73,Good,G,VS1,57.8,60.9,1262,7.14,5.12,5.19,2.97,78.921216
41940,0.4,-0.92,Ideal,F,VVS1,60.7,56,1263,7.14,4.77,4.79,2.9,66.26007
41960,0.23,-1.47,Very Good,E,VVS2,61.3,57,505,6.22,3.97,4.02,2.45,39.10053
41980,0.55,-0.6,Ideal,F,SI2,61.2,56,1263,7.14,5.29,5.23,3.22,89.086774
42000,0.43,-0.84,Ideal,D,VS1,62.1,55,1264,7.14,4.86,4.83,3.01,70.656138
42020,0.57,-0.56,Very Good,I,VS2,62.2,55,1267,7.14,5.33,5.34,3.32,94.494504
42040,0.53,-0.63,Ideal,H,SI1,61,56,1268,7.15,5.23,5.26,3.2,88.03136
42060,0.56,-0.58,Ideal,H,SI1,61.9,54,1270,7.15,5.3,5.33,3.29,92.93921
42080,0.57,-0.56,Very Good,G,SI1,60.4,58,1273,7.15,5.37,5.42,3.26,94.883604
42100,0.44,-0.82,Ideal,E,VVS2,60.9,57,1274,7.15,4.9,4.95,3,72.765
42120,0.5,-0.69,Fair,F,VS2,55.8,60,1279,7.15,5.31,5.27,2.95,82.551915
42140,0.52,-0.65,Premium,F,SI1,61.5,60,1280,7.15,5.16,5.15,3.17,84.23958
42160,0.51,-0.67,Very Good,E,SI1,62.9,55,1284,7.16,5.06,5.12,3.2,82.90304
42180,0.5,-0.69,Premium,G,SI1,62.2,60,1286,7.16,5.07,5.03,3.14,80.076594
42200,0.56,-0.58,Premium,G,SI1,61.1,61,1287,7.16,5.31,5.29,3.24,91.011276
42220,0.42,-0.87,Ideal,G,IF,62,53,1289,7.16,4.83,4.85,3,70.2765
42240,0.54,-0.62,Very Good,G,SI1,60.3,57,1292,7.16,5.24,5.4,3.21,90.83016
42260,0.47,-0.76,Good,E,VS2,58.4,60.3,1294,7.17,5.08,5.17,3,78.7908
42280,0.23,-1.47,Ideal,F,VVS1,62.4,55,505,6.22,3.94,3.95,2.46,38.28498
42300,0.32,-1.14,Very Good,H,VS2,62.7,54,505,6.22,4.39,4.41,2.76,53.433324
42320,0.41,-0.89,Ideal,D,VVS2,62.3,57,1295,7.17,4.74,4.76,2.96,66.784704
42340,0.73,-0.31,Very Good,G,I1,62.5,58,1298,7.17,5.74,5.82,3.61,120.598548
42360,0.46,-0.78,Premium,E,VS2,62.2,58,1302,7.17,4.99,4.95,3.09,76.324545
42380,0.59,-0.53,Ideal,E,SI2,62.5,57,1305,7.17,5.32,5.37,3.34,95.418456
42400,0.51,-0.67,Good,F,SI1,63.6,58,1308,7.18,5.05,5.08,3.22,82.60588
42420,0.35,-1.05,Ideal,F,IF,60.9,55,1312,7.18,4.58,4.61,2.8,59.11864
42440,0.43,-0.84,Ideal,D,VS2,61.3,55,1314,7.18,4.84,4.88,2.98,70.385216
42460,0.5,-0.69,Good,E,SI1,63.2,57,1316,7.18,5.03,5.06,3.19,81.191242
42480,0.43,-0.84,Ideal,G,IF,62.4,54,1318,7.18,4.84,4.87,3.03,71.419524
42500,0.55,-0.6,Ideal,I,SI1,61.2,55,1320,7.19,5.28,5.33,3.25,91.4628
42520,0.5,-0.69,Fair,D,SI1,64.6,58,1323,7.19,5,4.97,3.22,80.017
42540,0.4,-0.92,Premium,D,VVS2,60.7,60,1323,7.19,4.78,4.74,2.89,65.479308
42560,0.42,-0.87,Ideal,D,VVS2,62.5,57,1326,7.19,4.77,4.8,2.99,68.45904
42580,0.51,-0.67,Ideal,G,SI1,61.3,55,1329,7.19,5.18,5.22,3.19,86.256324
42600,0.5,-0.69,Good,E,SI1,58.5,59,1331,7.19,5.2,5.23,3.05,82.9478
42620,0.32,-1.14,Ideal,H,VS2,62.5,55,505,6.22,4.38,4.42,2.75,53.2389
42640,0.5,-0.69,Ideal,D,SI2,61.6,57,1332,7.19,5.13,5.1,3.15,82.41345
42660,0.4,-0.92,Ideal,E,VVS1,62.4,57,1333,7.2,4.67,4.72,2.93,64.584232
42680,0.58,-0.54,Good,E,SI1,59.3,64,1336,7.2,5.48,5.42,3.23,95.936168
42700,0.52,-0.65,Good,G,SI1,63.6,56,1338,7.2,5.09,5.07,3.23,83.354349
42720,0.51,-0.67,Premium,E,SI1,58.2,61,1340,7.2,5.27,5.22,3.05,83.90367
42740,0.51,-0.67,Ideal,E,SI1,61.7,55,1343,7.2,5.13,5.17,3.18,84.340278
42760,0.56,-0.58,Ideal,G,SI1,62.5,57,1345,7.2,5.26,5.23,3.28,90.232144
42780,0.41,-0.89,Very Good,D,VVS1,62.7,56,1349,7.21,4.74,4.77,2.98,67.377204
42800,0.5,-0.69,Very Good,E,SI1,60.7,58,1351,7.21,5.09,5.13,3.1,80.94627
42820,0.4,-0.92,Ideal,D,VVS1,61.5,55,1354,7.21,4.78,4.82,2.95,67.96682
42840,0.41,-0.89,Ideal,F,VVS1,60.3,56,1356,7.21,4.85,4.8,2.91,67.7448
42860,0.54,-0.62,Premium,E,SI1,59.5,61,1356,7.21,5.31,5.28,3.15,88.31592
42880,0.53,-0.63,Ideal,F,SI1,60.3,57,1359,7.21,5.21,5.24,3.15,85.99626
42900,0.54,-0.62,Good,H,VS1,63.2,58,1361,7.22,5.12,5.16,3.25,85.8624
42920,0.53,-0.63,Ideal,F,SI1,62.9,57,1363,7.22,5.18,5.15,3.25,86.70025
42940,0.26,-1.35,Very Good,E,VVS2,61.4,57,506,6.23,4.1,4.13,2.52,42.67116
42960,0.3,-1.2,Premium,J,VS1,63,59,506,6.23,4.27,4.24,2.68,48.520864
42980,0.41,-0.89,Ideal,G,IF,62.4,54,1367,7.22,4.74,4.78,2.97,67.291884
43000,0.55,-0.6,Ideal,D,SI2,61.3,57,1368,7.22,5.28,5.23,3.22,88.918368
43020,0.5,-0.69,Ideal,H,VS1,61.4,54,1370,7.22,5.13,5.16,3.16,83.647728
43040,0.33,-1.11,Ideal,E,VVS1,61.9,57,1374,7.23,4.46,4.43,2.75,54.33395
43060,0.53,-0.63,Ideal,G,SI1,61.3,56,1377,7.23,5.22,5.29,3.22,88.916436
43080,0.5,-0.69,Ideal,F,SI1,62.7,57,1378,7.23,5.09,5.06,3.18,81.902172
43100,0.53,-0.63,Ideal,I,VS1,61.6,57,1383,7.23,5.21,5.18,3.2,86.36096
43120,0.52,-0.65,Premium,D,SI2,61.7,56,1385,7.23,5.17,5.14,3.18,84.504684
43140,0.58,-0.54,Good,G,SI1,63.8,56,1388,7.24,5.3,5.33,3.39,95.76411
43160,0.54,-0.62,Very Good,F,SI1,63.3,56,1389,7.24,5.24,5.21,3.31,90.364324
43180,0.42,-0.87,Very Good,F,VVS1,61.9,58,1391,7.24,4.77,4.82,2.97,68.284458
43200,0.53,-0.63,Very Good,E,SI1,61.6,58,1395,7.24,5.19,5.23,3.21,87.131277
43220,0.4,-0.92,Ideal,E,VVS1,62.6,56,1397,7.24,4.73,4.7,2.95,65.58145
43240,0.41,-0.89,Ideal,D,SI1,61.8,58,1399,7.24,4.73,4.79,2.94,66.610698
43260,0.55,-0.6,Good,F,SI1,64.3,57.9,1400,7.24,5.16,5.21,3.33,89.522388
43280,0.3,-1.2,Premium,G,SI2,62.3,59,506,6.23,4.29,4.25,2.66,48.49845
43300,0.61,-0.49,Ideal,I,SI2,61.1,57,1401,7.24,5.46,5.49,3.34,100.117836
43320,0.51,-0.67,Premium,E,SI1,62.9,57,1402,7.25,5.11,5.06,3.2,82.74112
43340,0.4,-0.92,Ideal,F,IF,61.9,54,1406,7.25,4.75,4.81,2.96,67.6286
43360,0.58,-0.54,Very Good,G,SI1,59.3,59,1408,7.25,5.46,5.51,3.25,97.77495
43380,0.5,-0.69,Very Good,H,VS1,63,56,1410,7.25,5.02,5.05,3.17,80.36267
43400,0.59,-0.53,Premium,F,SI1,61.7,60,1412,7.25,5.37,5.39,3.32,96.095076
43420,0.41,-0.89,Premium,D,VVS1,62.2,58,1413,7.25,4.77,4.71,2.95,66.276765
43440,0.55,-0.6,Premium,F,SI1,60.7,57,1415,7.25,5.3,5.27,3.21,89.65851
43460,0.46,-0.78,Very Good,E,VS1,60.3,59.2,1417,7.26,4.96,5.02,3.01,74.946592
43480,0.5,-0.69,Premium,E,VS2,58.1,61,1420,7.26,5.23,5.17,3.02,81.658082
43500,0.47,-0.76,Very Good,D,VS1,59.5,61,1422,7.26,5.06,5.03,3.02,76.864436
43520,0.59,-0.53,Ideal,F,SI1,62.3,54,1424,7.26,5.37,5.41,3.36,97.613712
43540,0.41,-0.89,Ideal,D,VS1,61.1,56,1427,7.26,4.8,4.83,2.94,68.16096
43560,0.51,-0.67,Good,D,VS2,60.1,65,1430,7.27,5.14,5.17,3.1,82.37878
43580,0.41,-0.89,Ideal,E,VVS1,61.3,55,1431,7.27,4.8,4.76,2.93,66.94464
43600,0.3,-1.2,Ideal,H,VS1,62.1,57,507,6.23,4.27,4.3,2.66,48.84026
43620,0.26,-1.35,Ideal,G,VS1,62.5,53,508,6.23,4.1,4.13,2.57,43.51781
43640,0.5,-0.69,Premium,F,VS2,60.6,61,1433,7.27,5.13,5.1,3.1,81.1053
43660,0.57,-0.56,Ideal,E,SI1,61.5,56,1436,7.27,5.32,5.35,3.28,93.35536
43680,0.5,-0.69,Good,F,VS2,63.3,57,1436,7.27,5.01,5.07,3.19,81.028233
43700,0.5,-0.69,Good,D,SI1,63.6,58,1436,7.27,5.05,5.08,3.22,82.60588
43720,0.51,-0.67,Very Good,G,VS2,62.5,59,1438,7.27,5.05,5.1,3.17,81.64335
43740,0.51,-0.67,Ideal,E,SI1,59.6,57,1438,7.27,5.2,5.24,3.11,84.74128
43760,0.41,-0.89,Ideal,F,IF,61.4,56,1439,7.27,4.77,4.81,2.94,67.454478
43780,0.4,-0.92,Ideal,D,VVS1,60.3,57,1441,7.27,4.81,4.78,2.89,66.446302
43800,0.59,-0.53,Ideal,I,VS1,62.2,57,1442,7.27,5.33,5.38,3.33,95.489082
43820,0.51,-0.67,Good,E,SI1,63.9,54,1443,7.27,5.09,5.05,3.24,83.28258
43840,0.52,-0.65,Very Good,D,SI1,63.2,57,1446,7.28,5.11,5.15,3.24,85.26546
43860,0.53,-0.63,Very Good,G,VS2,60.1,59,1449,7.28,5.22,5.26,3.15,86.49018
43880,0.52,-0.65,Very Good,D,SI1,63.8,56,1452,7.28,5.06,5.1,3.24,83.61144
43900,0.38,-0.97,Ideal,H,SI2,61.3,54,510,6.23,4.68,4.7,2.87,63.12852
43920,0.23,-1.47,Premium,E,VS2,62.4,60,513,6.24,3.92,3.9,2.44,37.30272
43940,0.3,-1.2,Good,D,SI1,63.1,56,515,6.24,4.24,4.28,2.69,48.815968
43960,0.31,-1.17,Ideal,F,SI1,62.3,56,516,6.25,4.32,4.35,2.7,50.7384
43980,0.36,-1.02,Very Good,H,SI1,59.3,60,518,6.25,4.62,4.65,2.75,59.07825
44000,0.3,-1.2,Ideal,J,VS1,59.7,57,394,5.98,4.37,4.4,2.62,50.37736
44020,0.51,-0.67,Premium,E,SI1,61.3,54,1546,7.34,5.18,5.13,3.16,83.971944
44040,0.97,-0.03,Fair,G,I1,57.2,60,1547,7.34,6.59,6.36,3.72,155.914128
44060,0.59,-0.53,Premium,E,SI1,58.7,57,1550,7.35,5.53,5.47,3.23,97.704593
44080,0.51,-0.67,Ideal,D,SI1,62,55,1553,7.35,5.11,5.15,3.18,83.68647
44100,0.59,-0.53,Very Good,G,VS2,62.8,56,1556,7.35,5.3,5.34,3.34,94.52868
44120,0.5,-0.69,Premium,E,VS2,62.7,59,1559,7.35,5.02,5.06,3.16,80.267792
44140,0.59,-0.53,Ideal,F,SI1,62,57,1561,7.35,5.41,5.34,3.33,96.201702
44160,0.57,-0.56,Very Good,G,VS2,60.7,58,1565,7.36,5.31,5.37,3.24,92.387628
44180,0.51,-0.67,Premium,E,VS2,61.6,58,1567,7.36,5.18,5.15,3.18,84.83286
44200,0.51,-0.67,Premium,D,SI1,61.6,58,1569,7.36,5.12,5.14,3.16,83.161088
44220,0.57,-0.56,Ideal,F,SI1,61.6,57,1571,7.36,5.37,5.34,3.3,94.63014
44240,0.48,-0.73,Ideal,G,VVS2,62,57,1574,7.36,5.01,5.04,3.11,78.528744
44260,0.51,-0.67,Premium,D,SI1,59.9,61,1574,7.36,5.18,5.14,3.09,82.271868
44280,0.49,-0.71,Premium,E,VS1,58.1,62,1577,7.36,5.2,5.13,3,80.028
44300,0.6,-0.51,Premium,E,SI1,63,60,1577,7.36,5.44,5.39,3.41,99.986656
44320,0.33,-1.11,Very Good,H,VS2,62,59,521,6.26,4.4,4.44,2.74,53.52864
44340,0.24,-1.43,Very Good,E,VVS1,60.3,61,521,6.26,4.03,4.06,2.44,39.922792
44360,0.56,-0.58,Ideal,E,SI1,62.3,56,1580,7.37,5.26,5.3,3.29,91.71862
44380,0.5,-0.69,Premium,E,VS2,60.7,59,1581,7.37,5.11,5.13,3.11,81.526473
44400,0.5,-0.69,Very Good,E,VS2,62.9,56,1584,7.37,5.06,5.11,3.2,82.74112
44420,0.49,-0.71,Very Good,H,VVS2,62.3,57,1588,7.37,5.02,5.05,3.14,79.60214
44440,0.51,-0.67,Very Good,E,VS2,63,59,1590,7.37,5.05,5.08,3.19,81.83626
44460,0.54,-0.62,Very Good,D,SI1,60,59.8,1593,7.37,5.3,5.34,3.18,90.00036
44480,0.55,-0.6,Ideal,E,VS2,62,55,1596,7.38,5.24,5.28,3.26,90.195072
44500,0.51,-0.67,Ideal,G,VS1,61.6,54,1599,7.38,5.16,5.19,3.19,85.429476
44520,0.58,-0.54,Ideal,H,VS2,62.4,58,1600,7.38,5.3,5.34,3.32,93.96264
44540,0.51,-0.67,Very Good,F,VS1,61.4,60,1604,7.38,5.07,5.13,3.13,81.408483
44560,0.52,-0.65,Ideal,D,SI1,61.8,56,1605,7.38,5.18,5.15,3.19,85.09963
44580,0.53,-0.63,Very Good,G,VS1,63,58,1607,7.38,5.15,5.17,3.25,86.532875
44600,0.53,-0.63,Ideal,G,VS2,62.5,55,1607,7.38,5.2,5.17,3.24,87.10416
44620,0.57,-0.56,Ideal,G,VS2,61.8,56,1608,7.38,5.3,5.35,3.29,93.28795
44640,0.54,-0.62,Ideal,E,VS2,61.7,55,1609,7.38,5.23,5.2,3.22,87.57112
44660,0.35,-1.05,Premium,D,SI2,60.8,58,522,6.26,4.51,4.57,2.76,56.885532
44680,0.53,-0.63,Very Good,F,VS2,60.5,55,1610,7.38,5.24,5.29,3.19,88.425524
44700,0.47,-0.76,Good,E,VVS1,65.2,56,1613,7.39,4.86,4.89,3.18,75.573972
44720,0.5,-0.69,Good,F,VS2,62.9,54.9,1615,7.39,5.08,5.12,3.21,83.490816
44740,0.52,-0.65,Very Good,G,VS1,60.2,57,1618,7.39,5.22,5.26,3.15,86.49018
44760,0.52,-0.65,Ideal,G,VS1,62.1,54,1621,7.39,5.14,5.17,3.2,85.03616
44780,0.59,-0.53,Ideal,G,VS2,62.9,56,1622,7.39,5.35,5.33,3.36,95.81208
44800,0.5,-0.69,Very Good,E,VS2,62.7,54,1624,7.39,5.07,5.1,3.19,82.48383
44820,0.5,-0.69,Ideal,E,VS2,61.6,55,1624,7.39,5.09,5.14,3.15,82.41219
44840,0.56,-0.58,Ideal,E,VS2,61.6,57,1625,7.39,5.3,5.32,3.27,92.20092
44860,0.61,-0.49,Ideal,I,VS2,62,57,1627,7.39,5.43,5.46,3.37,99.913086
44880,0.5,-0.69,Premium,G,VS1,61.1,60,1629,7.4,5.1,5.05,3.1,79.8405
44900,0.5,-0.69,Ideal,E,VS2,63,57,1629,7.4,5.04,4.99,3.16,79.472736
44920,0.53,-0.63,Ideal,D,SI1,61.7,56,1631,7.4,5.15,5.23,3.2,86.1904
44940,0.56,-0.58,Ideal,G,SI1,61.2,54,1633,7.4,5.36,5.32,3.27,93.244704
44960,0.58,-0.54,Ideal,G,VS2,61.9,56,1636,7.4,5.34,5.38,3.32,95.380944
44980,0.35,-1.05,Ideal,H,SI1,60.8,56,523,6.26,4.58,4.6,2.79,58.77972
45000,0.31,-1.17,Very Good,G,SI2,63.3,54,523,6.26,4.34,4.29,2.73,50.828778
45020,0.54,-0.62,Ideal,H,VS1,61.9,56,1637,7.4,5.24,5.2,3.23,88.01104
45040,0.55,-0.6,Ideal,E,VS2,62,56,1639,7.4,5.26,5.25,3.26,90.0249
45060,0.59,-0.53,Premium,E,VS2,59.1,61,1641,7.4,5.61,5.53,3.29,102.066657
45080,0.54,-0.62,Good,D,VS2,60.9,60,1644,7.4,5.28,5.36,3.24,91.694592
45100,0.57,-0.56,Very Good,G,VS1,59.3,56,1648,7.41,5.38,5.44,3.21,93.947712
45120,0.52,-0.65,Ideal,D,SI1,62.5,56,1651,7.41,5.19,5.14,3.23,86.165418
45140,0.57,-0.56,Very Good,E,VS2,63,59,1654,7.41,5.25,5.29,3.32,92.2047
45160,0.5,-0.69,Premium,D,SI1,62.2,57,1654,7.41,5.11,5.08,3.17,82.289396
45180,0.51,-0.67,Ideal,E,VS2,61.8,57,1656,7.41,5.14,5.15,3.18,84.17778
45200,0.51,-0.67,Ideal,E,VS2,62.6,55,1656,7.41,5.08,5.11,3.19,82.808572
45220,0.51,-0.67,Ideal,E,VS2,62.4,57,1656,7.41,5.1,5.13,3.19,83.45997
45240,0.53,-0.63,Ideal,D,VS2,61,56,1659,7.41,5.26,5.29,3.22,89.597788
45260,0.54,-0.62,Ideal,F,VS2,62.2,57,1662,7.42,5.21,5.24,3.25,88.7263
45280,0.56,-0.58,Ideal,G,VS2,60.7,55,1662,7.42,5.32,5.35,3.24,92.21688
45300,0.51,-0.67,Very Good,E,VS2,63.3,57,1662,7.42,5.12,5.05,3.22,83.25632
45320,0.32,-1.14,Good,E,SI1,63.5,56,524,6.26,4.34,4.38,2.77,52.655484
45340,0.57,-0.56,Ideal,G,SI1,62,55,1662,7.42,5.35,5.32,3.31,94.20922
45360,0.55,-0.6,Ideal,H,VS2,62,55,1664,7.42,5.31,5.28,3.28,91.960704
45380,0.5,-0.69,Ideal,H,SI1,61.3,56,1666,7.42,5.12,5.16,3.15,83.22048
45400,0.55,-0.6,Ideal,H,VVS2,62.1,55,1668,7.42,5.25,5.28,3.27,90.6444
45420,0.55,-0.6,Ideal,E,SI1,61.7,56,1668,7.42,5.29,5.24,3.25,90.0887
45440,0.35,-1.05,Ideal,D,VVS1,61.4,55,1672,7.42,4.55,4.57,2.8,58.2218
45460,0.51,-0.67,Ideal,E,VS2,61.9,55,1675,7.42,5.1,5.14,3.17,83.09838
45480,0.56,-0.58,Ideal,D,SI1,61.9,55,1677,7.42,5.29,5.31,3.28,92.134872
45500,0.54,-0.62,Ideal,F,VS2,60.5,56,1680,7.43,5.27,5.29,3.2,89.21056
45520,0.53,-0.63,Ideal,D,SI1,62.3,56,1683,7.43,5.18,5.15,3.22,85.89994
45540,0.51,-0.67,Premium,F,VS2,61,58,1687,7.43,5.17,5.1,3.13,82.52871
45560,0.64,-0.45,Very Good,F,SI1,60.7,59,1688,7.43,5.51,5.59,3.37,103.799033
45580,0.52,-0.65,Ideal,G,VS1,61.8,55,1689,7.43,5.17,5.21,3.21,86.463597
45600,0.58,-0.54,Ideal,G,SI1,61.5,56,1690,7.43,5.35,5.38,3.3,94.9839
45620,0.55,-0.6,Ideal,F,VS2,61.1,57,1692,7.43,5.27,5.3,3.23,90.21713
45640,0.23,-1.47,Very Good,F,VVS1,60.7,55,525,6.26,3.98,4,2.42,38.5264
45660,0.24,-1.43,Ideal,F,VVS2,62.4,55,526,6.27,3.99,4.02,2.5,40.0995
45680,0.5,-0.69,Ideal,E,VS2,61.3,55,1695,7.44,5.13,5.15,3.15,83.221425
45700,0.58,-0.54,Ideal,E,VS2,60.9,59,1698,7.44,5.36,5.44,3.29,95.931136
45720,0.55,-0.6,Ideal,F,VS2,61.2,55,1698,7.44,5.3,5.28,3.24,90.66816
45740,0.53,-0.63,Ideal,E,VS1,60.9,57,1700,7.44,5.19,5.25,3.18,86.64705
45760,0.96,-0.04,Fair,H,I1,66.9,60,1705,7.44,6.15,6.04,4.09,151.92714
45780,0.51,-0.67,Ideal,G,VS1,60.9,56,1708,7.44,5.16,5.19,3.15,84.35826
45800,0.51,-0.67,Premium,G,VS1,60.2,57,1709,7.44,5.24,5.2,3.14,85.55872
45820,0.53,-0.63,Ideal,H,IF,60.2,56,1712,7.45,5.29,5.32,3.19,89.775532
45840,0.56,-0.58,Premium,F,SI2,60.2,58,1715,7.45,5.36,5.33,3.22,91.991536
45860,0.7,-0.36,Very Good,G,SI2,63.4,57,1715,7.45,5.62,5.58,3.55,111.32658
45880,0.57,-0.56,Ideal,D,VS2,60.3,57,1718,7.45,5.42,5.4,3.26,95.41368
45900,0.52,-0.65,Ideal,D,SI1,61.8,57,1720,7.45,5.19,5.14,3.19,85.098354
45920,0.53,-0.63,Very Good,E,VS2,61.6,57,1721,7.45,5.18,5.21,3.2,86.36096
45940,0.52,-0.65,Ideal,G,VS1,61.4,56,1722,7.45,5.18,5.21,3.19,86.091082
45960,0.56,-0.58,Premium,D,SI1,61.4,58,1723,7.45,5.29,5.33,3.26,91.917982
45980,0.3,-1.2,Premium,E,SI1,61.3,60,526,6.27,4.27,4.31,2.63,48.401731
46000,0.7,-0.36,Premium,I,SI2,62.1,60,1724,7.45,5.65,5.62,3.5,111.1355
46020,0.53,-0.63,Good,E,VS2,63.7,55,1727,7.45,5.15,5.12,3.27,86.22336
46040,0.57,-0.56,Premium,E,SI1,61.4,58,1728,7.45,5.34,5.28,3.26,91.916352
46060,0.62,-0.48,Very Good,H,VS2,61.8,57,1734,7.46,5.47,5.5,3.39,101.98815
46080,0.64,-0.45,Ideal,G,SI1,61.6,55,1737,7.46,5.55,5.59,3.43,106.414035
46100,0.51,-0.67,Very Good,G,VS1,59.6,58,1741,7.46,5.21,5.22,3.11,84.580182
46120,0.52,-0.65,Ideal,E,VS2,61.3,56,1743,7.46,5.21,5.17,3.18,85.655526
46140,0.56,-0.58,Ideal,D,SI1,61.9,56,1745,7.46,5.24,5.29,3.26,90.365896
46160,0.5,-0.69,Ideal,E,VS2,60,57,1746,7.47,5.15,5.12,3.08,81.21344
46180,0.5,-0.69,Premium,E,VS2,62.9,59,1746,7.47,5.09,5.06,3.19,82.159726
46200,0.84,-0.17,Good,F,I1,60.8,64,1749,7.47,6.05,6.03,3.67,133.887105
46220,0.5,-0.69,Good,E,VS2,63.8,54,1752,7.47,5.05,5.07,3.23,82.699305
46240,0.53,-0.63,Premium,F,VS2,60.6,55,1753,7.47,5.26,5.23,3.18,87.481164
46260,0.57,-0.56,Ideal,F,VS2,61.7,57,1754,7.47,5.33,5.36,3.3,94.27704
46280,0.56,-0.58,Very Good,E,VS2,61.7,56,1755,7.47,5.25,5.31,3.26,90.88065
46300,0.3,-1.2,Very Good,G,VS2,63,56,526,6.27,4.27,4.3,2.7,49.5747
46320,0.3,-1.2,Ideal,H,VS1,61.4,54,526,6.27,4.33,4.37,2.67,50.522007
46340,0.51,-0.67,Premium,E,VS1,62,61,1758,7.47,5.14,5.11,3.18,83.523972
46360,0.51,-0.67,Good,E,VS1,57.9,63,1760,7.47,5.24,5.39,3.08,86.990288
46380,0.55,-0.6,Ideal,G,VS1,61.5,57,1763,7.47,5.23,5.28,3.23,89.194512
46400,0.5,-0.69,Ideal,G,VVS2,62.1,57,1766,7.48,5.06,5.09,3.15,81.12951
46420,0.5,-0.69,Ideal,E,VS2,60.8,55,1768,7.48,5.19,5.16,3.15,84.35826
46440,0.54,-0.62,Ideal,F,VS1,60.9,57,1772,7.48,5.21,5.26,3.19,87.420674
46460,0.54,-0.62,Ideal,F,VS1,61.1,57,1774,7.48,5.28,5.3,3.23,90.38832
46480,0.55,-0.6,Very Good,F,VS2,61.6,56.1,1777,7.48,5.29,5.31,3.27,91.853973
46500,0.4,-0.92,Ideal,E,VVS1,61.3,56,1778,7.48,4.75,4.78,2.92,66.2986
46520,0.51,-0.67,Ideal,G,VS1,62.7,54,1781,7.48,5.1,5.08,3.19,82.64652
46540,0.51,-0.67,Ideal,E,VS2,60.9,56,1781,7.48,5.2,5.15,3.15,84.357
46560,0.51,-0.67,Premium,G,VS1,62.3,59,1781,7.48,5.12,5.06,3.17,82.125824
46580,0.72,-0.33,Premium,J,SI1,62,58,1785,7.49,5.74,5.77,3.57,118.237686
